source1_entity_id	matched_entity_ids
S1-14602615	S2-239940408,S2-157406769,S3-609688451,S3-536887320,S3-902181642,S3-500478087
S1-427723029	S2-257611225,S2-650182457,S3-716308137
S1-128280807	S2-824499439
S1-408912715	S2-740236485,S2-784246849,S3-420648444,S3-200529141,S3-573389967
S1-152896439	S2-378446158,S2-783176260,S3-929764787
S1-239734258	S3-692728867
S1-409837901	S2-978035404,S2-201333718,S2-615995832,S2-395844853,S3-269398316,S3-949483755
S1-197966461	S2-426782474,S2-451736000,S2-128530809,S3-882852081
S1-851478331	
S1-110701344	S3-860429292
S1-148244929	S3-170556428,S3-625287734
S1-662284196	S2-648062209,S2-812820194,S3-894724689,S3-600543522,S3-478961661,S3-647419335
S1-861627521	S2-944798169,S2-678352507,S2-657717240,S2-865861286,S3-413870723
S1-97085823	S2-305313917,S2-954428897,S2-834466460,S3-983117430,S3-737017307
S1-882785621	S2-546710043
S1-585583045	S2-347799632,S2-723544345,S2-15855553,S3-507772525
S1-661535896	S2-748909084,S2-809465042,S2-605833745,S2-220070286,S3-234271589,S3-94590940,S3-616683661,S3-166274468
S1-500146496	S2-70130400,S3-898452134,S3-273892596
S1-520589661	S2-660622088,S2-834225735,S3-683504576
S1-290699514	S2-223742567,S3-563289143,S3-277559885
S1-38442698	S2-158240412,S2-539194667,S2-851659324,S2-6664185,S3-877469331
S1-488969841	S2-712478342,S2-496415271,S2-570264999,S3-396286022,S3-666127557
S1-74366880	S2-882319771,S2-127416139,S2-272981323,S3-274861222
S1-594337704	S2-963864439,S2-781897707,S3-404343062,S3-106403400
S1-120996602	S3-565061788,S3-924964518
S1-473180548	S2-779833747,S3-541344032,S3-903053338,S3-837908098,S3-504341873
S1-130703062	S2-321011202,S3-854088404,S3-727161967
S1-801554025	S2-667619293,S3-659801215,S3-196460945
S1-35570033	
S1-171250350	S3-374929502
S1-464682697	S2-850042878,S2-161856610,S3-972220946
S1-425263518	S2-311310116,S3-774413386
S1-193189779	S3-245229461,S3-60905381,S3-281479194,S3-668611059
S1-312010548	S3-116114098,S3-738219354
S1-688740188	S2-274492074,S2-841039097,S3-162331514
S1-326542680	S2-289840182,S3-391281514,S3-965157211,S3-499329147,S3-303045077
S1-823960647	S3-349136885,S3-358014612,S3-375921733
S1-690877976	S2-209971711,S2-402273320,S3-751873199,S3-969429743
S1-141146851	S2-872749071
S1-886756931	S2-111905024,S3-409406717,S3-17241137
S1-178099093	S2-126673915,S3-36224822,S3-337349308,S3-775812363
S1-381895666	S2-786871446
S1-504304257	
S1-552740313	
S1-852423793	S2-549599032,S2-151187362,S3-868977155,S3-291696969,S3-976034117
S1-606096049	S2-97229823
S1-595966213	S2-472368836,S2-732945943,S2-787973646,S2-855576708,S2-479492647
S1-452561643	S2-592514167,S2-187266186,S2-833592050,S3-79923049,S3-995393367,S3-136343760,S3-955131229
S1-494413089	S2-978903528
S1-7222546	S2-301584859,S2-811081370,S2-763986494,S3-65048557,S3-161170184,S3-215719971
S1-28354325	S2-830554895,S3-592121021
S1-830831833	S2-312866080,S3-584980863,S3-526913347
S1-287063917	S2-253279376,S2-364745293,S3-518254549,S3-988354298,S3-677423550,S3-423911110
S1-769511181	S2-863026808,S3-569479204,S3-831592090,S3-732769731,S3-842578440
S1-13893190	
S1-984016960	S2-878429788,S3-421263083
S1-512584513	
S1-564654516	S2-890861773,S2-320358941,S3-565215941,S3-947856752,S3-922498541,S3-350602465
S1-567321438	S2-318738819,S3-913797863,S3-576148411,S3-221123540
S1-686699918	
S1-106517579	S3-256652398
S1-751515018	S2-596894092,S2-381397931,S3-628198075,S3-395176485,S3-703028918,S3-830274454
S1-77370542	S2-584215123,S2-275601256,S2-543756783,S3-551658414,S3-967565524,S3-700981428
S1-414950126	
S1-435713198	S2-424666094,S2-505756223,S2-623271086,S2-433513237,S2-339771628,S3-612465763
S1-660667320	
S1-235031596	S2-422520680,S2-889556025,S3-84820738
S1-627572416	S2-378645721,S2-253810370,S2-3970061,S3-79689720,S3-805125767
S1-258419186	S2-93019010,S3-285523915,S3-339137006
S1-284189230	S3-885955406,S3-848576539,S3-490656220
S1-248010989	S2-837084264,S2-475316896,S3-893457469,S3-242994527
S1-249916218	S2-198476000,S2-269023180,S2-465410318,S3-896729633
S1-835350349	S2-501103186,S2-808868130,S2-84856555,S3-720180047,S3-727120391
S1-785659615	S2-744103434,S2-274677055,S3-270174148
S1-595015689	S2-697682221,S2-721815326,S3-243892852
S1-536979386	S3-192813954
S1-387340068	S2-198689133,S2-399290359,S2-113229777,S3-786327982,S3-452772370,S3-858347985
S1-707496831	S2-661432558,S2-224245938,S2-162236215,S3-881426548
S1-519095612	S2-553074112,S3-566049767
S1-62112641	S2-503438621,S2-230841279,S3-788576571,S3-292383953
S1-120889220	S2-70425308,S2-568120577,S3-488290469
S1-629482052	S2-835894559,S3-689723487,S3-770386668
S1-51466866	S2-243502071,S2-911887280,S3-230393783,S3-238172508,S3-466644048
S1-946464225	S3-473637566
S1-12819640	S2-423497491,S3-250827115,S3-157364325,S3-658965874
S1-98527856	S2-152114508,S3-878306240,S3-193939865
S1-897582038	S2-490008777,S2-521479651,S3-311935282,S3-570803407,S3-424366799
S1-315722722	
S1-200432570	S2-187482402,S2-24988432
S1-393652609	S2-777125578,S3-514041471,S3-24107897,S3-709969686
S1-922835910	S2-432794514,S2-793062285,S3-47239908,S3-333961624
S1-730348473	S2-229273444,S3-435425346,S3-222186096
S1-873287259	S2-97886046,S3-301973907,S3-544504664,S3-665858110
S1-809850478	S2-387705506,S2-773512103,S3-212571908,S3-557027533,S3-656339271
S1-628637553	S2-895105012,S2-960069445,S2-537071124,S2-457604155,S3-740180097
S1-802428784	S2-491732489,S2-471412918,S2-903208447,S2-766864782,S2-269906331,S3-818804623,S3-361152979,S3-464190775
S1-277588164	S2-926089591,S3-975887579,S3-486398804,S3-920017390
S1-412897230	S2-686647343,S3-417456715,S3-467672927,S3-776200571
S1-878354329	S2-444646417,S2-452142835,S3-842732432,S3-794560112
S1-278231669	S2-27987575,S2-524138289,S3-392138120,S3-75993764,S3-819337916
S1-295045202	S2-908640284,S2-35083013
S1-640348004	S2-174529703,S2-797180813,S2-669047704,S3-641777860,S3-421924542,S3-793778518
S1-625442809	S2-534197892,S3-807588398
S1-665409833	S2-138524624,S2-980364657,S2-803680263
S1-389448781	S2-620263729,S2-643656359,S3-360631964,S3-328954306
S1-803506157	S2-708825889,S3-666950597,S3-769381585,S3-460791996
S1-69868837	S2-183894729,S2-925806805,S3-77016236,S3-362087391,S3-578152564
S1-711280576	S2-494037183,S3-679347669
S1-78373553	S2-37334120,S3-205689861,S3-649491804,S3-426507198,S3-959526234,S3-193056912
S1-236625250	S2-95258885,S3-92661551,S3-629032633
S1-50287754	S2-302056082,S2-567960432,S3-890877717
S1-858529363	S2-897902982,S3-654186649
S1-708121741	S2-725429895,S2-987147187,S2-319920121,S3-535044916
S1-193804148	S2-46592479
S1-930812304	S3-429677922
S1-2721770	S2-960181275,S2-472918992,S3-851450196
S1-446328472	S2-674175425,S2-349372621,S3-733955913,S3-417349534
S1-225645145	S2-688536237,S2-51243966,S3-860506375,S3-870930759
S1-775839949	S2-224327298,S2-858933936,S2-449388439,S3-164346330
S1-116623293	S2-870696547,S2-770773167,S3-953223282
S1-648584174	S2-639286860,S3-351772569
S1-670287403	S2-261470192,S2-606422986,S2-889663867,S2-425866614,S3-270836591
S1-892449496	S2-931786453,S2-813236188,S3-601236642,S3-767160424,S3-34466035
S1-255023470	S2-678821626,S2-229882595,S3-454545929,S3-274420712
S1-235322142	S2-795256542,S2-489583528,S2-843273195,S3-645758444,S3-311876884
S1-374601217	S2-335004588,S3-218794189,S3-256763378
S1-2408177	S2-305838364,S3-464818862
S1-130196680	S2-567840797,S2-281983214,S3-729910736,S3-950708949,S3-994155796,S3-418654309
S1-590139178	S2-728251159,S2-474452159,S3-820646631,S3-743566392,S3-709621058
S1-167375134	S2-247309251,S2-678628025,S3-28884053,S3-954090000,S3-903556745
S1-27606235	S2-153588095,S2-870603876,S3-628310066,S3-241505667
S1-303622938	S2-873899584,S2-936208353,S3-120577074,S3-584223947,S3-896259501
S1-831763446	S2-864183383,S2-256320509,S3-989951980,S3-532919281
S1-809680042	S2-858373234,S2-206578622,S2-805848751,S3-334010728,S3-510441921
S1-323348549	S2-285379448,S2-94282441,S3-654439118,S3-711254636
S1-384796202	S2-367589738,S2-427846807,S3-165684791,S3-899741057
S1-832858750	S2-765630661,S3-59048195
S1-969954136	S3-286379710,S3-415045106
S1-627967020	S2-657079886,S2-440324723,S3-937727788,S3-237903990
S1-794742714	S2-266697323,S3-426246169
S1-670449425	S2-834692897,S2-505142942,S3-422044000
S1-863365038	S2-964154005,S3-138994236,S3-549113828
S1-632233926	S2-346166698,S3-376872078
S1-354514231	S2-978105068,S3-462652426
S1-952342649	S2-578587530,S3-452062595
S1-560636623	S2-179872758,S2-807879938,S3-593367722,S3-361150328,S3-367191052,S3-340571726
S1-224293426	S2-189329923,S2-717602681,S3-697301794,S3-87362369,S3-644851007
S1-477975475	S2-736619935,S2-354943654
S1-888539321	S2-548578377,S3-124151980,S3-112872064
S1-582413421	S2-92483612,S3-820816614,S3-581418137
S1-208520642	S2-71941528,S3-872257391,S3-358667156,S3-683649690
S1-270877495	S2-261557706,S2-950183869,S2-816247330,S3-729128956,S3-579806018,S3-785554559,S3-446588976
S1-637256654	S2-242253944,S2-860717965,S3-907146962,S3-881316692,S3-249505569
S1-753613672	S2-556658414,S2-448861280,S3-807706719
S1-784001303	S2-273780731,S3-728808774,S3-573122477,S3-270944750,S3-216094486
S1-394650371	S2-231851882,S2-67924050,S3-202466436
S1-399697723	S2-102100449,S2-938927319,S3-49572811,S3-226191469,S3-137433079
S1-994058822	S2-825874541,S2-870773270,S3-422427593
S1-304093440	S2-627503071,S2-506216636,S2-564414072,S2-739005308,S3-938058954,S3-514018526
S1-308171326	S3-774474012
S1-693713018	
S1-712455599	S2-129541278,S3-177705040,S3-222410944,S3-327370703,S3-43082954
S1-816060561	S2-85757601,S3-879029469,S3-959155728
S1-663330784	S2-529170042,S3-108688085,S3-187869139,S3-375821697
S1-568371179	S2-171337546,S2-877676657,S2-899638216,S3-332271459
S1-943280427	S2-949223383,S3-309505102
S1-384097632	S2-934937370,S3-742557459,S3-997340561
S1-847055222	S2-604531289,S2-327240802,S3-399084641,S3-29546164,S3-519427976
S1-725877818	S2-423709852,S3-19425472
S1-40083172	
S1-416462596	S2-739357697,S3-950675022,S3-916141265
S1-543292192	S2-519870111,S2-953276683,S3-485972515,S3-95983211
S1-111580145	S2-451546793
S1-335906499	S2-628598673,S2-705101528,S3-606836806,S3-349580752,S3-646705286
S1-528158600	S2-183315302,S3-270972986
S1-196241652	S2-730981012,S3-963728164,S3-240746606,S3-473876749
S1-596081803	S2-7235777,S2-678428355,S3-949308173,S3-128753009,S3-729996516,S3-828914891
S1-45571287	S2-576687843,S2-660521567,S2-875518501,S3-112675287,S3-618569051
S1-124072506	S2-982327516,S2-149124326,S2-739123376,S2-397128189,S3-748478531,S3-832291801,S3-598328802
S1-543025021	S2-257112527,S2-485303187,S3-281937286
S1-456957093	S2-549343042,S2-903773470
S1-509647950	S2-543965088,S2-467867100,S3-134397423
S1-281262138	S2-936281070,S3-500448347
S1-119792011	S3-490204492,S3-206459762
S1-567994461	S2-123090335,S2-368697663
S1-463660205	S2-574037055,S2-644825049,S3-955198344
S1-953095699	S2-950780337,S2-799867224,S2-572877746
S1-396129521	S2-330869813,S3-79818055,S3-377004026,S3-237544456,S3-739228872
S1-552531315	S2-179785879,S3-699699454,S3-889381000
S1-786357108	S2-970137348,S3-745112016,S3-189215088
S1-538444338	S2-250711513,S3-928457138
S1-503511973	S2-135708828,S2-80188761,S3-642051871,S3-12664815,S3-519088855,S3-266650232
S1-918654322	S2-284570721,S2-866719557,S3-794652052
S1-647389239	S2-171059865,S3-915337552
S1-583972384	S2-689910515,S2-464440912,S3-934248735,S3-760121059
S1-123213165	S2-405897672,S2-569028042,S2-305084579,S3-79409224,S3-362036805,S3-128040048,S3-125169779
S1-870119298	S2-181428202,S2-370807658,S2-904649479,S3-407431233
S1-916895370	S2-412243252,S2-584334204,S2-836403601,S2-523265197,S2-279897037,S3-877222737,S3-313778064,S3-310297294,S3-936647381
S1-627003410	S2-460889912,S2-751540724,S3-801216555,S3-745242951,S3-176051009
S1-996686491	S2-978032171,S2-483530670,S3-336494003,S3-428639692
S1-958153866	S2-474603786,S3-88216592
S1-754875457	S2-882543846,S3-560378113,S3-705049641
S1-565625179	S2-446601322,S2-281037268,S2-847167331,S3-458615830,S3-177533062
S1-120926205	
S1-628646108	S2-580918746,S3-117792940,S3-906889807,S3-408941438
S1-221507512	S2-415328430
S1-187714996	S2-450322641,S3-855131009,S3-54887195,S3-632395041
S1-396226909	S3-273362121,S3-929245184
S1-191403122	S2-193834224,S2-840352132,S2-899134320,S3-49738040,S3-983047522
S1-945258422	S2-556033969,S2-726527792,S3-122249702,S3-864215174,S3-78445802,S3-848691410
S1-731917801	S2-239788735,S3-695066532,S3-297797341,S3-420191777,S3-675319114
S1-60895704	S2-147987961,S2-782237421,S3-567773032,S3-243735156,S3-307765211
S1-181122993	S2-351108451,S3-907105497,S3-240589873,S3-723618252
S1-501720936	S2-666610668,S2-880144208,S3-838209702,S3-617214170
S1-489810413	S2-988174569,S2-102912012,S3-977910498,S3-169433269,S3-828993483
S1-388626772	S2-13284477,S2-644588117,S3-17556491
S1-717048415	S3-171837652,S3-461665716,S3-48034047
S1-133216028	S2-70871038,S3-46914421,S3-115057117
S1-479787974	
S1-142467550	S2-182623312,S2-806532769,S2-374241718,S3-459440921
S1-518131090	S2-383188287,S2-481392310,S2-438706022,S3-744552754,S3-15044126,S3-21454301
S1-663233028	S2-889484612,S3-11739688,S3-209744252
S1-905723806	
S1-830985329	S2-729130289,S3-761076191,S3-355957358
S1-136315428	S2-368915780,S2-465428200,S3-426109428,S3-304147354
S1-845458908	S2-629470258,S2-831207693,S3-45478674
S1-226201390	S2-659887722,S3-164606665,S3-733471822,S3-493154805,S3-873836635
S1-304427249	S2-866348363,S2-719073210,S3-898053859,S3-713724930,S3-128355087,S3-861642385
S1-450994468	S3-650534009,S3-38928725
S1-455844563	S2-732763101,S2-119130244,S2-846810812,S2-958615024,S2-929376468,S3-242331931
S1-852765706	S2-301525003,S2-268423689,S2-633600212,S3-313581911,S3-977959154
S1-945209755	S2-992807590,S3-934669460,S3-400777783,S3-446216529
S1-42123921	S2-705190701
S1-745293076	S2-844958846,S2-735947723,S2-440797169,S2-131658853,S2-930015004,S3-220565580,S3-354397913,S3-300964608
S1-467380620	S2-228096377,S2-418982075,S3-562745869,S3-80933417
S1-258987551	S2-468165605,S3-473080672,S3-564869488
S1-61814598	S2-788287736,S2-555154829,S2-900954485,S3-199840178,S3-817204060
S1-512750669	S2-649017515,S3-138808234,S3-221132200
S1-20327613	S2-727560277,S3-486642737
S1-475557369	S2-135204593,S2-752978823,S2-946415330,S2-844932585,S2-165966544,S3-301695259,S3-701288589,S3-373235548
S1-538183082	S2-490699667,S3-382699002,S3-778178130
S1-849287297	S2-933384808,S2-944933773,S2-914652720,S2-925641698,S3-316891265,S3-852597527,S3-786093466
S1-346276936	S2-944025913,S3-560258307
S1-213642056	S2-898452397,S2-343583465,S3-497814380
S1-755769174	S2-807692713,S2-699208798,S2-468749822,S2-876627972,S3-686265210
S1-11779675	S2-428236266,S3-851695324,S3-501977772
S1-68669417	S2-744481326,S2-837674960,S3-182996789,S3-938121960,S3-138191993,S3-844139987
S1-49848136	S3-412847694,S3-866813107
S1-92668726	S2-121778540,S2-329011953,S2-847877822,S3-538188983,S3-916804828,S3-688536112
S1-192418615	S2-5584344,S3-233552747
S1-554837293	S2-499629369,S3-905503943,S3-714054245
S1-294893961	S2-92708430,S3-577517419,S3-89861997
S1-227598959	S2-719014460,S2-420631282,S2-144254830,S3-115724817,S3-187901405
S1-386016527	S2-718657612,S3-647861957,S3-904086240
S1-285419585	S2-470418444,S2-969465434,S2-554784033,S2-9313064,S3-703304494,S3-242107467
S1-749371059	S2-664821549,S2-771299951,S3-691236211,S3-596622553
S1-91820363	S3-13576270,S3-278897744,S3-411315480,S3-996224721
S1-800616702	S2-447066367,S2-579194480,S2-563465919,S3-87475803,S3-371449099,S3-431883561
S1-192394463	S2-326086234,S2-247286987,S3-783980068,S3-148491804,S3-89041194
S1-518616586	S2-621837540,S2-671790234,S3-495529936,S3-236323210,S3-103459367,S3-881799061
S1-345735139	S2-253649621,S3-791227347,S3-223370298
S1-627618137	S2-327109074,S2-13860771,S2-460578895,S3-399018650
S1-703630130	S2-232336280,S2-48495423,S3-995166736,S3-339473935,S3-465333259
S1-344725844	S2-448321679,S2-921191919,S3-455038942,S3-390808788
S1-484653372	S2-522231039,S3-293752815
S1-178719440	
S1-488780831	S2-832423497,S2-464001347,S3-513621921,S3-405870767,S3-822909107,S3-118090690
S1-804776101	S2-23657000
S1-102581039	S2-342436,S2-39827297,S3-43909252,S3-879860351
S1-977946490	S2-358913738,S2-81791940,S3-976400395,S3-547489641
S1-142467470	S2-124909800,S2-29424252,S3-781362600,S3-901821448,S3-429569830
S1-910138376	S2-531586443,S3-905697251,S3-496628173,S3-945396518,S3-272881766
S1-590682647	S2-227111317,S3-814173953,S3-747933069
S1-233668077	S2-573812965,S3-562926499
S1-418513116	S2-346530855,S3-796525533,S3-744430009
S1-511897704	S2-42265562,S3-373133147
S1-464159967	
S1-86289680	S2-519560315,S3-21813539,S3-338389505
S1-552444304	S2-327874240
S1-499650630	S2-654526821,S3-738849718
S1-697820679	S2-467253062,S2-756250433,S3-214113716,S3-192877330
S1-827036944	S2-197533484,S2-26689822,S2-217278144,S3-924150959,S3-736964415,S3-784334878
S1-986735574	S2-84998531
S1-10181997	
S1-967638917	S2-88145047,S3-679727328,S3-44769713,S3-643603093,S3-586203870
S1-369920389	S2-609594043,S2-912912406,S3-735901036,S3-533807165,S3-782607103
S1-260582724	S2-549768837
S1-261700940	S2-238245990,S2-795294981,S2-646814078,S3-625471408
S1-232722682	S3-99156555,S3-144978301,S3-849757361
S1-617292948	S2-752484147,S3-451277706,S3-352443134
S1-256455222	S2-543199,S3-340029042,S3-205146017
S1-672541801	S2-543989592,S2-423226539,S2-220160781,S3-114189153,S3-184674355
S1-421691879	S2-731203626,S2-298251946,S3-427750407,S3-265532779,S3-492456110,S3-632246081
S1-918007528	S2-439111381,S2-379757101,S3-557563194,S3-979359741
S1-814076813	S2-734329790,S2-336961782,S2-619854678
S1-202161591	S2-616259072,S2-817291182,S3-57725725,S3-289653076
S1-880894815	S2-686465631,S2-170485532,S3-22571379
S1-369052718	S2-582285928,S2-201572275,S2-153619376,S3-973075818,S3-11913301,S3-345564816
S1-825705011	
S1-311910017	S2-454192081,S2-116348223,S2-862454284,S3-308762252
S1-890923058	S2-854943320,S3-320383763
S1-215501386	S2-265647057,S3-177510840
S1-791781082	S2-169232316,S3-507327428
S1-673776215	S2-688005046,S2-643877867,S3-71694303,S3-752148794
S1-623173070	S3-411217132,S3-818792275
S1-68670999	S2-364016820,S3-703817183,S3-704740387
S1-963546066	S2-146724123,S2-423586235,S2-533353843,S2-553015484,S3-82189879,S3-12271328
S1-163153908	S2-403209238,S2-560653025,S3-908176698,S3-348703121
S1-644111188	S2-641535716,S2-751533483
S1-156624540	S2-961585897,S2-128522830,S3-953996505,S3-562818855,S3-621954768
S1-87354157	S3-460614704
S1-86822370	S3-256367634
S1-250950193	S2-3020115,S3-832097404,S3-352810875,S3-137278932
S1-383125253	S2-465590656,S3-560984087,S3-295874128,S3-228843495
S1-714673863	S2-215822657,S2-570429698,S2-986981773,S3-530726804
S1-63190883	S2-51463659,S3-37637507
S1-343177335	S3-707791822
S1-394443112	S2-557635419,S2-376349564,S2-159718491,S3-891874721
S1-330861237	S2-715531358,S2-902550025,S2-58849986,S3-755736162
S1-489732190	
S1-473112887	S2-808585098,S2-31146402,S2-903650979,S2-921825793
S1-221059703	S2-890018697,S2-369694616,S3-639523417,S3-958272277
S1-850093576	S2-879127064,S2-365552262,S3-316292005
S1-405698845	S3-430450238
S1-206086768	S2-134778970,S2-980479046,S2-466296509,S2-533033098,S3-178051651,S3-267410779,S3-710279189
S1-723441746	S3-5282242
S1-222290927	S2-572055001,S2-841651427,S2-481647244,S3-555474859,S3-897419858,S3-842947614
S1-343801698	S2-580909957,S2-485367432,S3-823713418,S3-967228103,S3-297178884,S3-62581641
S1-938001078	S2-412663647,S2-567024540,S3-707315,S3-501674188
S1-268035432	S3-50005417,S3-8644560,S3-767024984
S1-413977468	S2-587783606,S2-453800896,S3-617304202,S3-766820090
S1-788481229	S2-906449049,S3-130325222,S3-222818871
S1-552036255	S2-920360618,S2-963593953,S3-871794408,S3-182868989
S1-380112041	S2-179377537,S2-106641880,S2-53794408,S3-967074930,S3-976747112,S3-585654709,S3-199280827
S1-104486692	S2-230570442,S3-786801673,S3-244880984,S3-179822667,S3-868591203
S1-567581169	
S1-224322079	
S1-648883627	S2-427552545,S2-541195355,S2-463858975,S3-476777015,S3-440136948
S1-10362770	S2-466929350,S2-590322676,S3-845230797,S3-329752390,S3-553141075
S1-115471350	S2-458915305,S3-708654537,S3-451481338
S1-1139408	S2-970117824
S1-844746242	S2-764194672,S3-642670758,S3-42688495
S1-818073119	S2-751545380,S2-196502325,S3-537779639
S1-191970554	S2-120330803,S2-500025200,S3-158576221,S3-290024323
S1-42342267	S2-341214947
S1-228572302	S3-82751195
S1-870062662	S2-103100671,S2-337582373,S3-396159896,S3-397823158
S1-578984243	S2-607578938,S2-439304440,S3-733966322,S3-179741691,S3-29595880,S3-118515367
S1-388726002	S2-259079462,S2-335852101,S2-980848070,S2-730544634,S2-459437428
S1-586132573	
S1-570976755	S2-146182121,S2-57706591,S2-236114554,S3-173859775,S3-634021329,S3-991221531
S1-194575610	S2-816289843,S2-188901356,S3-418788569,S3-313752592,S3-383282686
S1-836246940	S3-955789411
S1-86743473	S2-963293355,S3-718630376,S3-823570328,S3-667803580,S3-571384635
S1-165377342	S2-295835155
S1-708258171	S2-744258765,S2-706237244,S3-474402862
S1-289413348	S2-929431761
S1-865705751	S3-160070848,S3-231933278,S3-768329110
S1-691445425	S3-430543799
S1-635681639	
S1-305174828	S2-590401663,S2-43026156,S3-102383518,S3-598578781,S3-911138774
S1-470057147	S2-973357844,S2-192187286,S3-754765968
S1-158093312	S2-667214594,S2-307466982,S2-200995270,S3-281194596
S1-336771812	S2-128647001,S2-761936642,S2-651484270,S3-475211315,S3-150647378,S3-244999783
S1-783722694	S2-689664879,S2-104100465,S2-851162913,S3-129872095,S3-22676878,S3-84173871
S1-448952462	S2-409494398,S2-517832038,S3-21839532,S3-510843063,S3-520490402
S1-238092136	S2-856285341,S3-992162008
S1-534853218	
S1-351765612	S2-251114511,S2-150900399,S3-97307402,S3-842171834,S3-233600639
S1-126427225	S2-980380522,S2-649333409
S1-840591491	S2-586361012,S3-704724688,S3-460660133
S1-60764513	S2-741174668,S3-999099323,S3-117343898,S3-467488648
S1-662324173	S2-861162282,S2-381059571,S3-434937809,S3-433357816
S1-324130106	S2-636285729,S2-180297683,S2-45328066,S3-436582989,S3-343327174,S3-760311326
S1-616661008	S2-922872492,S2-628397049,S3-117538039
S1-552930489	S3-594530046
S1-155304739	S3-186572726
S1-797088569	S2-822619136,S2-446137198,S3-990653045,S3-111570997
S1-909918502	S2-50380924,S2-921079584,S3-867474795
S1-605117287	
S1-545611219	S2-899148127,S2-770668229,S3-500313839,S3-266262426,S3-710952463
S1-341619504	S3-330576672
S1-85764811	S2-885587705,S2-27720369,S2-361659521,S3-16428642,S3-543141461
S1-57663946	S2-133023123,S3-703091021,S3-691855397
S1-671565447	S2-814251744,S3-951838731,S3-62350717
S1-391026058	S2-258704367,S3-576963124,S3-20599341,S3-663909015
S1-614512573	S2-607951487,S2-829844774
S1-571110311	S2-339514565,S3-724565957,S3-9142020
S1-634196350	S2-48847539,S3-57786037
S1-836415084	S3-2283232,S3-79813234,S3-4913446
S1-571070435	S2-455142736,S2-716553407
S1-901472583	S2-445231956,S2-338138592,S2-635655136,S2-977127654,S3-900495324
S1-442249451	S2-943650136,S3-433551159,S3-809581298,S3-232672448,S3-553179035
S1-281164087	S2-517106537,S2-721000797,S2-399479127,S3-386383816,S3-864484747,S3-861047179
S1-818923279	S2-712745263,S2-717715316,S2-515326804,S2-349858918,S3-186166354,S3-731326983,S3-724552275
S1-20555637	S2-823183872,S3-721838598,S3-291509961
S1-164689241	S2-922193028,S2-272629170
S1-171764948	S2-710606986,S2-227626638,S2-908603909,S3-121837109,S3-896283335,S3-421983653,S3-602483677,S3-470475264
S1-479076856	S2-127388992,S2-546660204,S2-867089371,S3-604149919,S3-277484359
S1-583415508	S2-545856392,S3-83461601
S1-589507097	S2-575369487,S2-531022529,S3-76617791
S1-916541511	S2-488095392,S2-794607130,S2-377530129,S3-202717027,S3-382679954,S3-247215958
S1-969063083	S2-511685089,S3-59616734,S3-312101738
S1-944606175	S2-459886796,S2-333796221,S3-260233023
S1-130682442	S2-903638895,S2-514148340,S2-852542308,S3-171839015,S3-715294552,S3-204232435
S1-736152178	S2-428442702,S2-87754039,S3-157309922
S1-798972800	S2-91358617,S3-631377552
S1-891230171	S2-397168392,S3-183932676,S3-882333581
S1-856581569	S3-628504780,S3-330226335
S1-698609815	S2-296611885,S3-288235891
S1-193244630	S2-702102781,S2-220118298,S2-244749531,S3-975072278,S3-545259920
S1-411816303	
S1-803578899	S2-344777713,S2-806291928,S2-369673335,S3-84996623
S1-893195317	S2-381763942,S2-751548744,S2-777025277,S3-369271588,S3-877866669,S3-489137991
S1-649753693	S3-754094308,S3-467000051,S3-437111687
S1-364917628	S2-81270798,S2-32743593,S2-534419896,S2-185159338,S3-673164929,S3-305100441,S3-166745209
S1-778971244	S2-737526894,S2-82878104,S3-158311115,S3-664111632,S3-244640877
S1-82599979	S2-871176778
S1-228666585	S2-200972650,S2-548468582,S2-869275582,S3-621414315
S1-419530346	S3-232090389,S3-75779755
S1-217257643	S3-167942647,S3-267235604,S3-980893528,S3-132442134
S1-34726235	S2-135611343,S3-915956699
S1-88709745	S2-729777064,S2-687063730,S3-847521844
S1-387826458	S2-856401584
S1-731024428	S2-600027542,S2-837923378,S2-545027541,S3-359667916,S3-347116685,S3-689999116
S1-930183882	S2-796317439,S3-752487144,S3-297577928
S1-867121644	S2-482750188,S2-660217968,S3-56844924,S3-31961236
S1-396938179	S2-899326444,S3-504153591,S3-296245703
S1-773098583	S2-848829045,S2-964247388,S2-293112294,S3-977645919
S1-614493280	S2-142923038,S2-130914244,S3-830770235,S3-522849893
S1-459057707	S2-279245353,S3-933147227
S1-77670373	S2-658848415,S3-723000690,S3-578354116,S3-984195123
S1-720792336	S2-672790501,S2-305368350,S3-911654745
S1-119481449	S2-530720426,S2-323975748,S3-751702308,S3-833483252
S1-947788849	S2-628567944,S2-360834479,S2-643938613,S3-283542444,S3-550846604
S1-157367827	
S1-93692202	S2-465675258,S2-948547013,S2-668038007,S2-465771343,S3-340554524
S1-772849303	S2-106859674,S2-381464280,S3-967154833,S3-618492163
S1-118036223	S2-874446348,S2-363396128,S3-248762000,S3-599808953
S1-755034699	S2-725446702,S2-774451925,S3-704230971,S3-926422702
S1-378004676	S2-733416348,S2-548500171,S3-764704705
S1-400541759	S2-886838332,S3-905452396
S1-788265595	S2-115423715,S2-607083128,S2-543983487,S3-263350476,S3-641884677
S1-823070840	S2-105027169,S3-814202915,S3-560386246
S1-765006607	S2-887608118,S3-36899253
S1-962846797	S2-559236842,S2-11719472,S2-961294665
S1-115376262	S2-532304584,S3-586253451,S3-430417562,S3-374954056
